Day,Session,MSN,Experiment,StartDate,StartTime,Group,Box,Subject,Session Length,Total Rewards,RI Schedule,Lever Identity,Reward Identity,Total LP,Total MagEntry,Total MagDuration,5s Bin,LP Bin,MagEntry Bin,Mag Dur Bin,Rewards Bin
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Right_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,2,10,462.99,25,1,1,2,25,59,45524,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,1,0,0,0,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,2,0,1,305,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,3,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,4,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,5,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,6,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,7,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,8,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,9,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,10,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,11,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,12,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,13,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,14,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,15,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,16,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,17,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,18,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,19,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,20,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,21,4,0,500,4
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,22,1,1,500,1
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,23,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,24,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,25,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,26,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,27,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,28,0,3,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,29,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,30,0,3,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,31,1,2,500,1
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,32,0,3,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,33,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,34,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,35,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,36,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,37,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,38,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,39,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,40,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,41,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,42,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,43,2,0,500,1
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,44,2,1,500,1
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,45,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,46,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,47,0,1,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,48,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,49,0,0,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,50,0,2,500,0
1,1,SKR214_LeverTraining_Left_Maltodextrin_CRF,skr214_sPIT_Satiety,05-06-15,14:08:14,B,7,15,528.99,25,1,2,1,26,106,52204,51,0,3,500,0
