folder,file,savename,subject,protocol,station,run,project,userID,session,bin_trial,bin_state,bin_time,bin_timewithin,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,counterbalancing,Period,state_ID,CS_name,Stage,Day
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,786,2,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,787,3,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,788,4,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,789,5,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,790,6,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,791,7,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,792,8,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,793,9,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,7,15,794,10,0,0,0,0,0,0,0,0,AX,Post,NoReward,DX_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,855,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,856,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,857,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,858,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,859,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,860,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,861,7,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,862,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,863,9,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,25,864,10,0,0,0,0,0,0,0,0,AX,Pre,PreCS_SirenProbe,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,865,1,0,0,0,0,1,0.259999999999991,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,866,2,0,0,0,0,0,0.220000000000027,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,867,3,0,0,0,0,1,0.519999999999982,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,868,4,0,0,0,0,0,1,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,869,5,0,0,0,0,0,0.82000000000005,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,870,6,0,0,0,0,0,0,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,871,7,0,0,0,0,1,0.799999999999955,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,872,8,0,0,0,0,0,1,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,873,9,0,0,0,0,0,1,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,19,874,10,0,0,0,0,0,1,0,0,AX,CS,Siren_Steady,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,875,1,0,0,0,0,0,1,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,876,2,0,0,0,0,0,1,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,877,3,0,0,0,0,0,0.580000000000041,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,878,4,0,0,0,0,0,0,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,879,5,0,0,0,0,0,0,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,880,6,0,0,0,0,1,0.0599999999999454,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,881,7,0,0,0,0,1,0.979999999999905,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,882,8,0,0,0,0,0,1,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,883,9,0,0,0,0,0,1,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,8,15,884,10,0,0,0,0,0,1,0,0,AX,Post,NoReward,DY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1005,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1006,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1007,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1008,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1009,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1010,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1011,7,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1012,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1013,9,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,2,1014,10,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1015,1,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1016,2,0,0,0,0,1,0.539999999999964,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1017,3,0,0,0,0,0,0.620000000000005,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1018,4,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1019,5,0,0,0,0,1,0.860000000000014,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1020,6,0,0,0,0,0,0.700000000000045,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1021,7,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1022,8,0,0,0,0,1,0.299999999999955,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1023,9,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,9,1024,10,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1025,1,0,0,0,0,1,0.319999999999936,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1026,2,0,0,0,0,0,1,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1027,3,0,0,0,0,0,1,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1028,4,0,0,0,0,1,0.860000000000127,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1029,5,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1030,6,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1031,7,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1032,8,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1033,9,0,0,0,0,1,0.0199999999999818,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,9,11,1034,10,0,0,0,0,0,1,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1170,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1171,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1172,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1173,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1174,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1175,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1176,7,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1177,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1178,9,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,2,1179,10,0,0,0,0,0,0,0,0,AX,Pre,PreCS,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1180,1,0,0,0,0,1,0.259999999999991,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1181,2,0,0,0,0,0,0.0999999999999091,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1182,3,0,0,0,0,1,0.0599999999999454,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1183,4,0,0,0,0,0,1,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1184,5,0,0,0,0,0,0.599999999999909,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1185,6,0,0,0,0,1,0.160000000000082,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1186,7,0,0,0,0,0,0.319999999999936,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1187,8,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1188,9,0,0,0,0,1,0.480000000000018,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,8,1189,10,0,0,0,0,0,1,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1190,1,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1191,2,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1192,3,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1193,4,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1194,5,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1195,6,0,0,0,0,1,0.980000000000018,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1196,7,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1197,8,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1198,9,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,10,10,1199,10,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1270,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1271,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1272,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1273,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1274,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1275,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1276,7,0,0,0,0,1,0.0600000000001728,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat26.csv,26____,48,5,1,C,Marios,210,11,24,1277,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Siren,D_O2,Stage4,Day15
