Group,Subject,Period,Cue,Stage,Infusion,Day,MagEntries
Saline,4,CSPre,A,Stage1,Infusion,Day8,2.9375
Saline,4,CSPre,A,Stage1,Infusion,Day9,2.4375
Saline,4,CSPre,A,Stage1,Infusion,Day10,3.1875
Saline,7,PreCS,A,Stage1,NoInfusion,Day1,0.1875
Saline,7,PreCS,A,Stage1,NoInfusion,Day2,0.1875
Saline,7,PreCS,A,Stage1,NoInfusion,Day3,0.1875
Saline,7,PreCS,A,Stage1,NoInfusion,Day4,0.375
Saline,7,PreCS,A,Stage1,Infusion,Day5,0.3125
Saline,7,PreCS,A,Stage1,Infusion,Day6,0.3125
Saline,7,PreCS,A,Stage1,Infusion,Day7,0.0625
Saline,7,PreCS,A,Stage1,Infusion,Day8,0.125
Saline,7,PreCS,A,Stage1,Infusion,Day9,0.375
Saline,7,PreCS,A,Stage1,Infusion,Day10,0.0625
Saline,7,CS,A,Stage1,NoInfusion,Day1,0.375
Saline,7,CS,A,Stage1,NoInfusion,Day2,0.4375
Saline,7,CS,A,Stage1,NoInfusion,Day3,0.8125
Saline,7,CS,A,Stage1,NoInfusion,Day4,0.4375
Saline,7,CS,A,Stage1,Infusion,Day5,0.75
Saline,7,CS,A,Stage1,Infusion,Day6,1.4375
Saline,7,CS,A,Stage1,Infusion,Day7,0.9375
Saline,7,CS,A,Stage1,Infusion,Day8,1.75
Saline,7,CS,A,Stage1,Infusion,Day9,1.375
Saline,7,CS,A,Stage1,Infusion,Day10,1.625
Saline,7,CSPre,A,Stage1,NoInfusion,Day1,0.1875
Saline,7,CSPre,A,Stage1,NoInfusion,Day2,0.25
Saline,7,CSPre,A,Stage1,NoInfusion,Day3,0.625
Saline,7,CSPre,A,Stage1,NoInfusion,Day4,0.0625
Saline,7,CSPre,A,Stage1,Infusion,Day5,0.4375
Saline,7,CSPre,A,Stage1,Infusion,Day6,1.125
Saline,7,CSPre,A,Stage1,Infusion,Day7,0.875
Saline,7,CSPre,A,Stage1,Infusion,Day8,1.625
Saline,7,CSPre,A,Stage1,Infusion,Day9,1
Saline,7,CSPre,A,Stage1,Infusion,Day10,1.5625
Saline,11,PreCS,A,Stage1,NoInfusion,Day1,0.5625
Saline,11,PreCS,A,Stage1,NoInfusion,Day2,0.25
Saline,11,PreCS,A,Stage1,NoInfusion,Day3,0.375
Saline,11,PreCS,A,Stage1,NoInfusion,Day4,0.3125
Saline,11,PreCS,A,Stage1,Infusion,Day5,0.9375
Saline,11,PreCS,A,Stage1,Infusion,Day6,0.25
Saline,11,PreCS,A,Stage1,Infusion,Day7,0.375
Saline,11,PreCS,A,Stage1,Infusion,Day8,0.5
Saline,11,PreCS,A,Stage1,Infusion,Day9,0.0625
Saline,11,PreCS,A,Stage1,Infusion,Day10,0.1875
Saline,11,CS,A,Stage1,NoInfusion,Day1,0.875
Saline,11,CS,A,Stage1,NoInfusion,Day2,0.1875
Saline,11,CS,A,Stage1,NoInfusion,Day3,0.25
Saline,11,CS,A,Stage1,NoInfusion,Day4,1
Saline,11,CS,A,Stage1,Infusion,Day5,1.875
Saline,11,CS,A,Stage1,Infusion,Day6,1.5
Saline,11,CS,A,Stage1,Infusion,Day7,2.3125
Saline,11,CS,A,Stage1,Infusion,Day8,1.875
Saline,11,CS,A,Stage1,Infusion,Day9,2.0625
Saline,11,CS,A,Stage1,Infusion,Day10,1.3125
Saline,11,CSPre,A,Stage1,NoInfusion,Day1,0.3125
Saline,11,CSPre,A,Stage1,NoInfusion,Day2,-0.0625
Saline,11,CSPre,A,Stage1,NoInfusion,Day3,-0.125
Saline,11,CSPre,A,Stage1,NoInfusion,Day4,0.6875
Saline,11,CSPre,A,Stage1,Infusion,Day5,0.9375
Saline,11,CSPre,A,Stage1,Infusion,Day6,1.25
Saline,11,CSPre,A,Stage1,Infusion,Day7,1.9375
Saline,11,CSPre,A,Stage1,Infusion,Day8,1.375
Saline,11,CSPre,A,Stage1,Infusion,Day9,2
Saline,11,CSPre,A,Stage1,Infusion,Day10,1.125
Saline,12,PreCS,A,Stage1,NoInfusion,Day1,0.25
Saline,12,PreCS,A,Stage1,NoInfusion,Day2,0
Saline,12,PreCS,A,Stage1,NoInfusion,Day3,0.3125
Saline,12,PreCS,A,Stage1,NoInfusion,Day4,0
Saline,12,PreCS,A,Stage1,Infusion,Day5,0
Saline,12,PreCS,A,Stage1,Infusion,Day6,0
Saline,12,PreCS,A,Stage1,Infusion,Day7,0.5625
Saline,12,PreCS,A,Stage1,Infusion,Day8,0.25
Saline,12,PreCS,A,Stage1,Infusion,Day9,0
Saline,12,PreCS,A,Stage1,Infusion,Day10,0
Saline,12,CS,A,Stage1,NoInfusion,Day1,0
Saline,12,CS,A,Stage1,NoInfusion,Day2,0
Saline,12,CS,A,Stage1,NoInfusion,Day3,0.4375
Saline,12,CS,A,Stage1,NoInfusion,Day4,0.25
Saline,12,CS,A,Stage1,Infusion,Day5,0.0625
Saline,12,CS,A,Stage1,Infusion,Day6,0.5625
Saline,12,CS,A,Stage1,Infusion,Day7,0.375
Saline,12,CS,A,Stage1,Infusion,Day8,0.0625
Saline,12,CS,A,Stage1,Infusion,Day9,0.5
Saline,12,CS,A,Stage1,Infusion,Day10,1.75
Saline,12,CSPre,A,Stage1,NoInfusion,Day1,-0.25
Saline,12,CSPre,A,Stage1,NoInfusion,Day2,0
Saline,12,CSPre,A,Stage1,NoInfusion,Day3,0.125
Saline,12,CSPre,A,Stage1,NoInfusion,Day4,0.25
Saline,12,CSPre,A,Stage1,Infusion,Day5,0.0625
Saline,12,CSPre,A,Stage1,Infusion,Day6,0.5625
Saline,12,CSPre,A,Stage1,Infusion,Day7,-0.1875
Saline,12,CSPre,A,Stage1,Infusion,Day8,-0.1875
Saline,12,CSPre,A,Stage1,Infusion,Day9,0.5
Saline,12,CSPre,A,Stage1,Infusion,Day10,1.75
Saline,17,PreCS,A,Stage1,NoInfusion,Day1,0.3125
Saline,17,PreCS,A,Stage1,NoInfusion,Day2,0.8125
Saline,17,PreCS,A,Stage1,NoInfusion,Day3,0.125
Saline,17,PreCS,A,Stage1,NoInfusion,Day4,0.1875
Saline,17,PreCS,A,Stage1,Infusion,Day5,0.0625
Saline,17,PreCS,A,Stage1,Infusion,Day6,0.4375
Saline,17,PreCS,A,Stage1,Infusion,Day7,0.1875
Saline,17,PreCS,A,Stage1,Infusion,Day8,0.25
Saline,17,PreCS,A,Stage1,Infusion,Day9,1.0625
Saline,17,PreCS,A,Stage1,Infusion,Day10,0.1875
Saline,17,CS,A,Stage1,NoInfusion,Day1,0.4375
Saline,17,CS,A,Stage1,NoInfusion,Day2,1.1875
Saline,17,CS,A,Stage1,NoInfusion,Day3,0.6875
Saline,17,CS,A,Stage1,NoInfusion,Day4,0.25
Saline,17,CS,A,Stage1,Infusion,Day5,0.5625
Saline,17,CS,A,Stage1,Infusion,Day6,1.25
Saline,17,CS,A,Stage1,Infusion,Day7,1.25
Saline,17,CS,A,Stage1,Infusion,Day8,1.375
Saline,17,CS,A,Stage1,Infusion,Day9,0.9375
Saline,17,CS,A,Stage1,Infusion,Day10,1.5
Saline,17,CSPre,A,Stage1,NoInfusion,Day1,0.125
Saline,17,CSPre,A,Stage1,NoInfusion,Day2,0.375
Saline,17,CSPre,A,Stage1,NoInfusion,Day3,0.5625
Saline,17,CSPre,A,Stage1,NoInfusion,Day4,0.0625
Saline,17,CSPre,A,Stage1,Infusion,Day5,0.5
Saline,17,CSPre,A,Stage1,Infusion,Day6,0.8125
Saline,17,CSPre,A,Stage1,Infusion,Day7,1.0625
Saline,17,CSPre,A,Stage1,Infusion,Day8,1.125
Saline,17,CSPre,A,Stage1,Infusion,Day9,-0.125
Saline,17,CSPre,A,Stage1,Infusion,Day10,1.3125
Saline,19,PreCS,A,Stage1,NoInfusion,Day1,0.75
Saline,19,PreCS,A,Stage1,NoInfusion,Day2,0.5625
Saline,19,PreCS,A,Stage1,NoInfusion,Day3,1
Saline,19,PreCS,A,Stage1,NoInfusion,Day4,0.5625
Saline,19,PreCS,A,Stage1,Infusion,Day5,0.125
Saline,19,PreCS,A,Stage1,Infusion,Day6,0.5625
Saline,19,PreCS,A,Stage1,Infusion,Day7,0.8125
Saline,19,PreCS,A,Stage1,Infusion,Day8,0.6875
Saline,19,PreCS,A,Stage1,Infusion,Day9,0.6875
Saline,19,PreCS,A,Stage1,Infusion,Day10,0.4375
Saline,19,CS,A,Stage1,NoInfusion,Day1,0.375
Saline,19,CS,A,Stage1,NoInfusion,Day2,1.4375
Saline,19,CS,A,Stage1,NoInfusion,Day3,2.1875
Saline,19,CS,A,Stage1,NoInfusion,Day4,2.9375
Saline,19,CS,A,Stage1,Infusion,Day5,2.125
Saline,19,CS,A,Stage1,Infusion,Day6,2.875
Saline,19,CS,A,Stage1,Infusion,Day7,4.125
Saline,19,CS,A,Stage1,Infusion,Day8,4.375
Saline,19,CS,A,Stage1,Infusion,Day9,5.375
Saline,19,CS,A,Stage1,Infusion,Day10,6.25
Saline,19,CSPre,A,Stage1,NoInfusion,Day1,-0.375
Saline,19,CSPre,A,Stage1,NoInfusion,Day2,0.875
Saline,19,CSPre,A,Stage1,NoInfusion,Day3,1.1875
Saline,19,CSPre,A,Stage1,NoInfusion,Day4,2.375
Saline,19,CSPre,A,Stage1,Infusion,Day5,2
Saline,19,CSPre,A,Stage1,Infusion,Day6,2.3125
Saline,19,CSPre,A,Stage1,Infusion,Day7,3.3125
Saline,19,CSPre,A,Stage1,Infusion,Day8,3.6875
Saline,19,CSPre,A,Stage1,Infusion,Day9,4.6875
Saline,19,CSPre,A,Stage1,Infusion,Day10,5.8125
Saline,22,PreCS,A,Stage1,NoInfusion,Day1,0.375
Saline,22,PreCS,A,Stage1,NoInfusion,Day2,0.375
Saline,22,PreCS,A,Stage1,NoInfusion,Day3,1.5625
Saline,22,PreCS,A,Stage1,NoInfusion,Day4,0.1875
Saline,22,PreCS,A,Stage1,Infusion,Day5,0.5
Saline,22,PreCS,A,Stage1,Infusion,Day6,0.25
Saline,22,PreCS,A,Stage1,Infusion,Day7,0.25
Saline,22,PreCS,A,Stage1,Infusion,Day8,0.125
Saline,22,PreCS,A,Stage1,Infusion,Day9,0
Saline,22,PreCS,A,Stage1,Infusion,Day10,0
Saline,22,CS,A,Stage1,NoInfusion,Day1,0.75
Saline,22,CS,A,Stage1,NoInfusion,Day2,0.5
Saline,22,CS,A,Stage1,NoInfusion,Day3,0.8125
Saline,22,CS,A,Stage1,NoInfusion,Day4,0.9375
Saline,22,CS,A,Stage1,Infusion,Day5,0.4375
Saline,22,CS,A,Stage1,Infusion,Day6,0.3125
Saline,22,CS,A,Stage1,Infusion,Day7,0.875
Saline,22,CS,A,Stage1,Infusion,Day8,0.5625
Saline,22,CS,A,Stage1,Infusion,Day9,1.4375
Saline,22,CS,A,Stage1,Infusion,Day10,1.875
Saline,22,CSPre,A,Stage1,NoInfusion,Day1,0.375
Saline,22,CSPre,A,Stage1,NoInfusion,Day2,0.125
Saline,22,CSPre,A,Stage1,NoInfusion,Day3,-0.75
Saline,22,CSPre,A,Stage1,NoInfusion,Day4,0.75
Saline,22,CSPre,A,Stage1,Infusion,Day5,-0.0625
Saline,22,CSPre,A,Stage1,Infusion,Day6,0.0625
Saline,22,CSPre,A,Stage1,Infusion,Day7,0.625
Saline,22,CSPre,A,Stage1,Infusion,Day8,0.4375
Saline,22,CSPre,A,Stage1,Infusion,Day9,1.4375
Saline,22,CSPre,A,Stage1,Infusion,Day10,1.875
Saline,24,PreCS,A,Stage1,NoInfusion,Day1,0.5625
Saline,24,PreCS,A,Stage1,NoInfusion,Day2,0.5625
Saline,24,PreCS,A,Stage1,NoInfusion,Day3,0.1875
Saline,24,PreCS,A,Stage1,NoInfusion,Day4,0.0625
Saline,24,PreCS,A,Stage1,Infusion,Day5,0.125
Saline,24,PreCS,A,Stage1,Infusion,Day6,0.25
Saline,24,PreCS,A,Stage1,Infusion,Day7,0.5625
Saline,24,PreCS,A,Stage1,Infusion,Day8,0.125
Saline,24,PreCS,A,Stage1,Infusion,Day9,0.25
Saline,24,PreCS,A,Stage1,Infusion,Day10,0.5
Saline,24,CS,A,Stage1,NoInfusion,Day1,0.1875
Saline,24,CS,A,Stage1,NoInfusion,Day2,0.4375
Saline,24,CS,A,Stage1,NoInfusion,Day3,0.3125
Saline,24,CS,A,Stage1,NoInfusion,Day4,0.375
Saline,24,CS,A,Stage1,Infusion,Day5,0.4375
Saline,24,CS,A,Stage1,Infusion,Day6,0.5625
Saline,24,CS,A,Stage1,Infusion,Day7,2.1875
Saline,24,CS,A,Stage1,Infusion,Day8,1.75
Saline,24,CS,A,Stage1,Infusion,Day9,2.6875
Saline,24,CS,A,Stage1,Infusion,Day10,2.8125
Saline,24,CSPre,A,Stage1,NoInfusion,Day1,-0.375
Saline,24,CSPre,A,Stage1,NoInfusion,Day2,-0.125
Saline,24,CSPre,A,Stage1,NoInfusion,Day3,0.125
Saline,24,CSPre,A,Stage1,NoInfusion,Day4,0.3125
Saline,24,CSPre,A,Stage1,Infusion,Day5,0.3125
Saline,24,CSPre,A,Stage1,Infusion,Day6,0.3125
Saline,24,CSPre,A,Stage1,Infusion,Day7,1.625
Saline,24,CSPre,A,Stage1,Infusion,Day8,1.625
Saline,24,CSPre,A,Stage1,Infusion,Day9,2.4375
Saline,24,CSPre,A,Stage1,Infusion,Day10,2.3125
Saline,25,PreCS,A,Stage1,NoInfusion,Day1,1.375
Saline,25,PreCS,A,Stage1,NoInfusion,Day2,0.4375
Saline,25,PreCS,A,Stage1,NoInfusion,Day3,1.0625
Saline,25,PreCS,A,Stage1,NoInfusion,Day4,0.125
Saline,25,PreCS,A,Stage1,Infusion,Day5,0
Saline,25,PreCS,A,Stage1,Infusion,Day6,0.3125
Saline,25,PreCS,A,Stage1,Infusion,Day7,0
Saline,25,PreCS,A,Stage1,Infusion,Day8,0.25
Saline,25,PreCS,A,Stage1,Infusion,Day9,0
Saline,25,PreCS,A,Stage1,Infusion,Day10,0
Saline,25,CS,A,Stage1,NoInfusion,Day1,2.0625
Saline,25,CS,A,Stage1,NoInfusion,Day2,0.5
Saline,25,CS,A,Stage1,NoInfusion,Day3,1.5
Saline,25,CS,A,Stage1,NoInfusion,Day4,0.375
Saline,25,CS,A,Stage1,Infusion,Day5,0.3125
Saline,25,CS,A,Stage1,Infusion,Day6,1.3125
Saline,25,CS,A,Stage1,Infusion,Day7,0.9375
Saline,25,CS,A,Stage1,Infusion,Day8,1.375
Saline,25,CS,A,Stage1,Infusion,Day9,1.875
Saline,25,CS,A,Stage1,Infusion,Day10,1.125
Saline,25,CSPre,A,Stage1,NoInfusion,Day1,0.6875
Saline,25,CSPre,A,Stage1,NoInfusion,Day2,0.0625
Saline,25,CSPre,A,Stage1,NoInfusion,Day3,0.4375
Saline,25,CSPre,A,Stage1,NoInfusion,Day4,0.25
Saline,25,CSPre,A,Stage1,Infusion,Day5,0.3125
Saline,25,CSPre,A,Stage1,Infusion,Day6,1
Saline,25,CSPre,A,Stage1,Infusion,Day7,0.9375
Saline,25,CSPre,A,Stage1,Infusion,Day8,1.125
Saline,25,CSPre,A,Stage1,Infusion,Day9,1.875
Saline,25,CSPre,A,Stage1,Infusion,Day10,1.125
Saline,27,PreCS,A,Stage1,NoInfusion,Day1,0.375
Saline,27,PreCS,A,Stage1,NoInfusion,Day2,0.625
Saline,27,PreCS,A,Stage1,NoInfusion,Day3,0.5
Saline,27,PreCS,A,Stage1,NoInfusion,Day4,0.25
Saline,27,PreCS,A,Stage1,Infusion,Day5,0.8125
Saline,27,PreCS,A,Stage1,Infusion,Day6,0.5625
Saline,27,PreCS,A,Stage1,Infusion,Day7,0.3125
Saline,27,PreCS,A,Stage1,Infusion,Day8,0
Saline,27,PreCS,A,Stage1,Infusion,Day9,0.3125
Saline,27,PreCS,A,Stage1,Infusion,Day10,0.1875
Saline,27,CS,A,Stage1,NoInfusion,Day1,0.25
Saline,27,CS,A,Stage1,NoInfusion,Day2,0.125
Saline,27,CS,A,Stage1,NoInfusion,Day3,0.0625
Saline,27,CS,A,Stage1,NoInfusion,Day4,0.0625
Saline,27,CS,A,Stage1,Infusion,Day5,0.5
Saline,27,CS,A,Stage1,Infusion,Day6,0.75
Saline,27,CS,A,Stage1,Infusion,Day7,0.3125
Saline,27,CS,A,Stage1,Infusion,Day8,0.4375
Saline,27,CS,A,Stage1,Infusion,Day9,0.8125
Saline,27,CS,A,Stage1,Infusion,Day10,1.0625
Saline,27,CSPre,A,Stage1,NoInfusion,Day1,-0.125
Saline,27,CSPre,A,Stage1,NoInfusion,Day2,-0.5
Saline,27,CSPre,A,Stage1,NoInfusion,Day3,-0.4375
Saline,27,CSPre,A,Stage1,NoInfusion,Day4,-0.1875
Saline,27,CSPre,A,Stage1,Infusion,Day5,-0.3125
Saline,27,CSPre,A,Stage1,Infusion,Day6,0.1875
Saline,27,CSPre,A,Stage1,Infusion,Day7,0
Saline,27,CSPre,A,Stage1,Infusion,Day8,0.4375
Saline,27,CSPre,A,Stage1,Infusion,Day9,0.5
Saline,27,CSPre,A,Stage1,Infusion,Day10,0.875
Saline,28,PreCS,A,Stage1,NoInfusion,Day1,0.125
Saline,28,PreCS,A,Stage1,NoInfusion,Day2,0.3125
Saline,28,PreCS,A,Stage1,NoInfusion,Day3,0.75
Saline,28,PreCS,A,Stage1,NoInfusion,Day4,0.0625
Saline,28,PreCS,A,Stage1,Infusion,Day5,0.625
Saline,28,PreCS,A,Stage1,Infusion,Day6,0.5
Saline,28,PreCS,A,Stage1,Infusion,Day7,0
Saline,28,PreCS,A,Stage1,Infusion,Day8,0
Saline,28,PreCS,A,Stage1,Infusion,Day9,0.25
Saline,28,PreCS,A,Stage1,Infusion,Day10,0.0625
Saline,28,CS,A,Stage1,NoInfusion,Day1,0.3125
Saline,28,CS,A,Stage1,NoInfusion,Day2,0.6875
Saline,28,CS,A,Stage1,NoInfusion,Day3,1.5
Saline,28,CS,A,Stage1,NoInfusion,Day4,1.5
Saline,28,CS,A,Stage1,Infusion,Day5,1.5
Saline,28,CS,A,Stage1,Infusion,Day6,2.1875
Saline,28,CS,A,Stage1,Infusion,Day7,1.0625
Saline,28,CS,A,Stage1,Infusion,Day8,1.0625
Saline,28,CS,A,Stage1,Infusion,Day9,2.125
Saline,28,CS,A,Stage1,Infusion,Day10,2.5625
Saline,28,CSPre,A,Stage1,NoInfusion,Day1,0.1875
Saline,28,CSPre,A,Stage1,NoInfusion,Day2,0.375
Saline,28,CSPre,A,Stage1,NoInfusion,Day3,0.75
Saline,28,CSPre,A,Stage1,NoInfusion,Day4,1.4375
Saline,28,CSPre,A,Stage1,Infusion,Day5,0.875
Saline,28,CSPre,A,Stage1,Infusion,Day6,1.6875
Saline,28,CSPre,A,Stage1,Infusion,Day7,1.0625
Saline,28,CSPre,A,Stage1,Infusion,Day8,1.0625
Saline,28,CSPre,A,Stage1,Infusion,Day9,1.875
Saline,28,CSPre,A,Stage1,Infusion,Day10,2.5
Saline,29,PreCS,A,Stage1,NoInfusion,Day1,0.1875
Saline,29,PreCS,A,Stage1,NoInfusion,Day2,0.3125
Saline,29,PreCS,A,Stage1,NoInfusion,Day3,0.3125
Saline,29,PreCS,A,Stage1,NoInfusion,Day4,0.125
Saline,29,PreCS,A,Stage1,Infusion,Day5,0.1875
Saline,29,PreCS,A,Stage1,Infusion,Day6,0.1875
Saline,29,PreCS,A,Stage1,Infusion,Day7,0.25
Saline,29,PreCS,A,Stage1,Infusion,Day8,0.375
Saline,29,PreCS,A,Stage1,Infusion,Day9,0.25
Saline,29,PreCS,A,Stage1,Infusion,Day10,0.0625
Saline,29,CS,A,Stage1,NoInfusion,Day1,0.125
Saline,29,CS,A,Stage1,NoInfusion,Day2,0.125
Saline,29,CS,A,Stage1,NoInfusion,Day3,0.1875
Saline,29,CS,A,Stage1,NoInfusion,Day4,0.0625
Saline,29,CS,A,Stage1,Infusion,Day5,0.1875
Saline,29,CS,A,Stage1,Infusion,Day6,0.5625
Saline,29,CS,A,Stage1,Infusion,Day7,0.4375
Saline,29,CS,A,Stage1,Infusion,Day8,1.625
Saline,29,CS,A,Stage1,Infusion,Day9,1.375
Saline,29,CS,A,Stage1,Infusion,Day10,2.3125
Saline,29,CSPre,A,Stage1,NoInfusion,Day1,-0.0625
Saline,29,CSPre,A,Stage1,NoInfusion,Day2,-0.1875
Saline,29,CSPre,A,Stage1,NoInfusion,Day3,-0.125
Saline,29,CSPre,A,Stage1,NoInfusion,Day4,-0.0625
Saline,29,CSPre,A,Stage1,Infusion,Day5,0
Saline,29,CSPre,A,Stage1,Infusion,Day6,0.375
Saline,29,CSPre,A,Stage1,Infusion,Day7,0.1875
Saline,29,CSPre,A,Stage1,Infusion,Day8,1.25
Saline,29,CSPre,A,Stage1,Infusion,Day9,1.125
Saline,29,CSPre,A,Stage1,Infusion,Day10,2.25
Saline,30,PreCS,A,Stage1,NoInfusion,Day1,1.0625
Saline,30,PreCS,A,Stage1,NoInfusion,Day2,0.4375
Saline,30,PreCS,A,Stage1,NoInfusion,Day3,0.25
Saline,30,PreCS,A,Stage1,NoInfusion,Day4,0.3125
Saline,30,PreCS,A,Stage1,Infusion,Day5,0.125
Saline,30,PreCS,A,Stage1,Infusion,Day6,0.0625
Saline,30,PreCS,A,Stage1,Infusion,Day7,0
Saline,30,PreCS,A,Stage1,Infusion,Day8,0
Saline,30,PreCS,A,Stage1,Infusion,Day9,0.4375
Saline,30,PreCS,A,Stage1,Infusion,Day10,0
Saline,30,CS,A,Stage1,NoInfusion,Day1,0.6875
Saline,30,CS,A,Stage1,NoInfusion,Day2,0.4375
Saline,30,CS,A,Stage1,NoInfusion,Day3,0.875
Saline,30,CS,A,Stage1,NoInfusion,Day4,0.4375
Saline,30,CS,A,Stage1,Infusion,Day5,0.4375
Saline,30,CS,A,Stage1,Infusion,Day6,1.375
Saline,30,CS,A,Stage1,Infusion,Day7,1.625
Saline,30,CS,A,Stage1,Infusion,Day8,1.6875
Saline,30,CS,A,Stage1,Infusion,Day9,2
Saline,30,CS,A,Stage1,Infusion,Day10,1.375
Saline,30,CSPre,A,Stage1,NoInfusion,Day1,-0.375
Saline,30,CSPre,A,Stage1,NoInfusion,Day2,0
Saline,30,CSPre,A,Stage1,NoInfusion,Day3,0.625
Saline,30,CSPre,A,Stage1,NoInfusion,Day4,0.125
Saline,30,CSPre,A,Stage1,Infusion,Day5,0.3125
Saline,30,CSPre,A,Stage1,Infusion,Day6,1.3125
Saline,30,CSPre,A,Stage1,Infusion,Day7,1.625
Saline,30,CSPre,A,Stage1,Infusion,Day8,1.6875
Saline,30,CSPre,A,Stage1,Infusion,Day9,1.5625
Saline,30,CSPre,A,Stage1,Infusion,Day10,1.375
